Line Num	Original ID	File	ARO	ARO:number	Synonim	Drug class	Note
10028	gi:496671020:ref:WP_009313510.1:|FEATURES|tetR|tetracycline|tetR	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003479	tetR	tetracycline	https://card.mcmaster.ca/ontology/40072
							
10150	gi:489791783:ref:WP_003695674.1:|FEATURES|mtrR|multidrug|mtrR	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3000817	mtrR	multi-drug	
							
10228	gi:510932763:ref:WP_016253089.1:|FEATURES|tetR|tetracycline|tetR	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003479	tetR	tetracycline	https://card.mcmaster.ca/ontology/40072
							
10235	gi:488168057:ref:WP_002239265.1:|FEATURES|mtrR|multidrug|mtrR	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3000817	mtrR	multi-drug	
							
10237	AAF17268|FEATURES|PBP-2X|beta-lactam|PBP-2X	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003938 	ARG gene family	beta-lactam	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics (AMR gene family) https://card.mcmaster.ca/ontology/40661
							
10293	gi:489191328:ref:WP_003100686.1:|FEATURES|tetR|tetracycline|tetR	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003479	tetR	tetracycline	https://card.mcmaster.ca/ontology/40072
							
10297	gi:489793469:ref:WP_003697360.1:|FEATURES|mtrR|multidrug|mtrR	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3000817	mtrR	multi-drug	
							
10327	gi:486147411:ref:WP_001517796.1:|FEATURES|tetC|tetracycline|tetC	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3000167	tet(C)	tetracycline	https://card.mcmaster.ca/ontology/36306
							
10414	AAA25465|FEATURES|penA|beta-lactam|penA	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003938 	ARG gene family	beta-lactam	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics (AMR gene family) https://card.mcmaster.ca/ontology/40661
							
10441	NC_002516.2.880183.p01|FEATURES|tetR|tetracycline|tetR	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003479	tetR	tetracycline	https://card.mcmaster.ca/ontology/40072
							
10495	YP_002737588|FEATURES|PBP-2X|beta-lactam|PBP-2X	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003938 	ARG gene family	beta-lactam	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics (AMR gene family) https://card.mcmaster.ca/ontology/40661
							
10511	AF336098.1.gene1.p01|FEATURES|omp36|multidrug|omp36	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003385	Klebsiella aerogenes Omp36	multi-drug	
							
10516	gi:693041994:ref:WP_032213584.1:|FEATURES|tetC|tetracycline|tetC	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3000167	tet(C)	tetracycline	https://card.mcmaster.ca/ontology/36306
							
10522	gi:32345880:gb:AAM97234.1:|FEATURES|penA|beta-lactam|penA	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003938 	ARG gene family	beta-lactam	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics (AMR gene family) https://card.mcmaster.ca/ontology/40661
							
10545	gi:565828994:ref:WP_023912825.1:|FEATURES|tetR|tetracycline|tetR	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003479	tetR	tetracycline	https://card.mcmaster.ca/ontology/40072
							
10552	gi:959880686:ref:WP_058154928.1:|FEATURES|tetR|tetracycline|tetR	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003479	tetR	tetracycline	https://card.mcmaster.ca/ontology/40072
							
10574	gi:730454835:ref:WP_034018922.1:|FEATURES|tetR|tetracycline|tetR	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003479	tetR	tetracycline	https://card.mcmaster.ca/ontology/40072
							
10636	gi:296838945:gb:EFH22883.1:|FEATURES|mtrR|multidrug|mtrR	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3000817	mtrR	multi-drug	
							
10789	NC_010558.1.6275977.p01|FEATURES|tetC|tetracycline|tetC	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3000167	tet(C)	tetracycline	https://card.mcmaster.ca/ontology/36306
							
10792	ZP_04466634|FEATURES|PBP-1A|beta-lactam|PBP-1A	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003938 	ARG gene family	beta-lactam	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics (AMR gene family) https://card.mcmaster.ca/ontology/40661
							
10891	AAP46588|FEATURES|penA|beta-lactam|penA	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003938 	ARG gene family	beta-lactam	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics (AMR gene family) https://card.mcmaster.ca/ontology/40661
							
11038	AAP46597|FEATURES|penA|beta-lactam|penA	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003938 	ARG gene family	beta-lactam	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics (AMR gene family) https://card.mcmaster.ca/ontology/40661
							
11053	AAP46614|FEATURES|penA|beta-lactam|penA	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003938 	ARG gene family	beta-lactam	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics (AMR gene family) https://card.mcmaster.ca/ontology/40661
							
11057	AAB08925|FEATURES|tetU|tetracycline|tetU	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3004650	tet(U)	tetracycline	
							
11129	gi:754803992:ref:WP_042167105.1:|FEATURES|tetR|tetracycline|tetR	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003479	tetR	tetracycline	https://card.mcmaster.ca/ontology/40072
							
11219	gi:32345914:gb:AAM97251.1:|FEATURES|penA|beta-lactam|penA	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003938 	ARG gene family	beta-lactam	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics (AMR gene family) https://card.mcmaster.ca/ontology/40661
							
11256	gi:32345882:gb:AAM97235.1:|FEATURES|penA|beta-lactam|penA	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003938 	ARG gene family	beta-lactam	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics (AMR gene family) https://card.mcmaster.ca/ontology/40661
							
11272	gi:976151217:ref:WP_059309422.1:|FEATURES|tetR|tetracycline|tetR	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003479	tetR	tetracycline	https://card.mcmaster.ca/ontology/40072
							
11304	YP_002741884|FEATURES|PBP-2X|beta-lactam|PBP-2X	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003938 	ARG gene family	beta-lactam	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics (AMR gene family) https://card.mcmaster.ca/ontology/40661
							
11310	CAO91608|FEATURES|PBP-2X|beta-lactam|PBP-2X	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003938 	ARG gene family	beta-lactam	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics (AMR gene family) https://card.mcmaster.ca/ontology/40661
							
11376	gi:959839646:ref:WP_058128275.1:|FEATURES|tetR|tetracycline|tetR	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003479	tetR	tetracycline	https://card.mcmaster.ca/ontology/40072
							
11401	gi:959864218:ref:WP_058143399.1:|FEATURES|tetR|tetracycline|tetR	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003479	tetR	tetracycline	https://card.mcmaster.ca/ontology/40072
							
11438	gi:504720116:ref:WP_014907218.1:|FEATURES|ompF|multidrug|ompF	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3000265	porin OmpF	multi-drug	
							
11456	NP_250710.1|FEATURES|MexZ|multidrug|MexZ	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003709	MexZ	multi-drug	
							
11487	ZP_04464540|FEATURES|PBP-1A|beta-lactam|PBP-1A	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003938 	ARG gene family	beta-lactam	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics (AMR gene family) https://card.mcmaster.ca/ontology/40661
							
11569	gi:489208567:ref:WP_003117466.1:|FEATURES|tetR|tetracycline|tetR	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003479	tetR	tetracycline	https://card.mcmaster.ca/ontology/40072
							
11632	gi:730408915:ref:WP_034009100.1:|FEATURES|tetR|tetracycline|tetR	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003479	tetR	tetracycline	https://card.mcmaster.ca/ontology/40072
							
11634	gi:730560767:ref:WP_034048018.1:|FEATURES|tetR|tetracycline|tetR	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003479	tetR	tetracycline	https://card.mcmaster.ca/ontology/40072
							
11666	gi:685977029:ref:WP_031685846.1:|FEATURES|mexT|multidrug|mexT	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3000814	MexT	multi-drug	https://card.mcmaster.ca/ontology/37194
							
11699	gi:32345898:gb:AAM97243.1:|FEATURES|penA|beta-lactam|penA	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003938 	ARG gene family	beta-lactam	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics (AMR gene family) https://card.mcmaster.ca/ontology/40661
							
11752	AAL77081|FEATURES|PBP-2X|beta-lactam|PBP-2X	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003938 	ARG gene family	beta-lactam	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics (AMR gene family) https://card.mcmaster.ca/ontology/40661
							
11814	gi:489180348:ref:WP_003089829.1:|FEATURES|mexT|multidrug|mexT	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3000814	MexT	multi-drug	https://card.mcmaster.ca/ontology/37194
							
11815	ABJ55333|FEATURES|PBP-2X|beta-lactam|PBP-2X	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003938 	ARG gene family	beta-lactam	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics (AMR gene family) https://card.mcmaster.ca/ontology/40661
							
11867	gi:730239405:ref:WP_033943848.1:|FEATURES|tetR|tetracycline|tetR	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003479	tetR	tetracycline	https://card.mcmaster.ca/ontology/40072
							
11891	gi:120969684:gb:ABM45915.1:|FEATURES|mtrR|multidrug|mtrR	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3000817	mtrR	multi-drug	
							
11906	AAP46621|FEATURES|penA|beta-lactam|penA	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003938 	ARG gene family	beta-lactam	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics (AMR gene family) https://card.mcmaster.ca/ontology/40661
							
11994	JN645706.1.gene1.p01|FEATURES|PBP-2X|beta-lactam|PBP-2X	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003938 	ARG gene family	beta-lactam	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics (AMR gene family) https://card.mcmaster.ca/ontology/40661
							
12019	gi:553782114:ref:WP_023113693.1:|FEATURES|tetR|tetracycline|tetR	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003479	tetR	tetracycline	https://card.mcmaster.ca/ontology/40072
							
12075	CAD70592|FEATURES|penA|beta-lactam|penA	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003938 	ARG gene family	beta-lactam	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics (AMR gene family) https://card.mcmaster.ca/ontology/40661
							
12162	gi:345394503:gb:EGX24263.1:|FEATURES|tetC|tetracycline|tetC	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3000167	tet(C)	tetracycline	https://card.mcmaster.ca/ontology/36306
							
12213	AAP46619|FEATURES|penA|beta-lactam|penA	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003938 	ARG gene family	beta-lactam	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics (AMR gene family) https://card.mcmaster.ca/ontology/40661
							
12270	gi:730665014:ref:WP_034066709.1:|FEATURES|tetR|tetracycline|tetR	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003479	tetR	tetracycline	https://card.mcmaster.ca/ontology/40072
							
14	qnrB11_1_EF653270	resfinder_resfinder_both_ARO_mapping.tsv	nan	ARO:3002725	QnrB11	fluoroquinolone	
							
19	blaOXY-1-5_5_AY077486	resfinder_resfinder_both_ARO_mapping.tsv	nan	ARO:3002390 	OXY-1-5 / OXY-1-2	cephalosporin, monobactam, penam	
							
53	aph(2'')-If_2_AY701528	resfinder_resfinder_both_ARO_mapping.tsv	nan	ARO:3004191	APH(2'')-If	aminoglycoside	
							
183	qnrB10_2_HM439644	resfinder_resfinder_both_ARO_mapping.tsv	nan	ARO:3002724	QnrB10	fluoroquinolone	
							
203	blaLEN10_1_AJ635419	resfinder_resfinder_both_ARO_mapping.tsv	nan	ARO:3002460	LEN-10	penam, penem	
							
211	qnrB6_1_EF520349	resfinder_resfinder_both_ARO_mapping.tsv	nan	ARO:3002720	QnrB6	fluoroquinolone	
							
220	qnrB24_1_HM192542	resfinder_resfinder_both_ARO_mapping.tsv	nan	ARO:3002739	QnrB24	fluoroquinolone	
							
246	blaACT-4_2_AJ311172	resfinder_resfinder_both_ARO_mapping.tsv	nan	ARO:3001829	ACT-4	penam, cephalosporin, carbapenem, cephamycin	
							
290	blaCARB-3_1_S46063	resfinder_resfinder_both_ARO_mapping.tsv	nan	ARO:3002242	CARB-3	penam	
							
344	blaLEN13_1_AJ635403	resfinder_resfinder_both_ARO_mapping.tsv	nan	ARO:3002463	LEN-13	penam, penem	
							
397	qnrB49_1_JQ582718	resfinder_resfinder_both_ARO_mapping.tsv	nan	ARO:3002764	QnrB49	fluoroquinolone	
							
429	blaLEN9_1_AJ635405	resfinder_resfinder_both_ARO_mapping.tsv	nan	ARO:3002459	LEN-9	penam, penem	
							
473	blaCMY-59_1_NG_048854	resfinder_resfinder_both_ARO_mapping.tsv	nan	ARO:3002069	CMY-59	cephamycin	
							
486	aac(6')-Ib3_1_X60321	resfinder_resfinder_both_ARO_mapping.tsv	nan	ARO:3002576	AAC(6')-Ib3	aminoglycoside	
							
599	qnrB59_1_JX259320	resfinder_resfinder_both_ARO_mapping.tsv	nan	ARO:3002772	QnrB59	fluoroquinolone	
							
662	qnrB6_2_EF523819	resfinder_resfinder_both_ARO_mapping.tsv	nan	ARO:3002720	QnrB6	fluoroquinolone	
							
691	qnrB3_1_DQ303920	resfinder_resfinder_both_ARO_mapping.tsv	nan	ARO:3002716	QnrB3	fluoroquinolone	
							
719	nimJ_1_NZ_JH815495	resfinder_resfinder_both_ARO_mapping.tsv	nan	ARO:3007112	nimJ	nitroimidazole	https://card.mcmaster.ca/ontology/45682
							
827	qnrB5_1_DQ303919	resfinder_resfinder_both_ARO_mapping.tsv	nan	ARO:3002719	QnrB5	fluoroquinolone	
							
872	qnrB23_1_FJ981622	resfinder_resfinder_both_ARO_mapping.tsv	nan	ARO:3002738	QnrB23	fluoroquinolone	
							
948	qnrB29_1_HM439649	resfinder_resfinder_both_ARO_mapping.tsv	nan	ARO:3002744	QnrB29	fluoroquinolone	
							
970	qnrB13_1_EU273755	resfinder_resfinder_both_ARO_mapping.tsv	nan	ARO:3002727	QnrB13	fluoroquinolone	
							
986	sul2_8_AJ877041	resfinder_resfinder_both_ARO_mapping.tsv	nan	ARO:3000412	sul2	sufonamide	
							
1010	blaVMB-1_1_MN719868	resfinder_resfinder_both_ARO_mapping.tsv	nan	ARO:3005015	VMB-1	cephalosporin, carbapenem, penam	
							
1011	qnrB17_1_JN173051	resfinder_resfinder_both_ARO_mapping.tsv	nan	ARO:3002732	QnrB17	fluoroquinolone	quinolone resistance protein (qnr)
							
1036	fomB_1_AB016934	resfinder_resfinder_both_ARO_mapping.tsv	nan	ARO:3000449	FomB	phosphonic acid	
							
1083	fosA4_1_AB908992	resfinder_resfinder_both_ARO_mapping.tsv	nan	ARO:3003210	FosA4	phosphonic acid	
							
1092	blaB-6_1_AF189302	resfinder_resfinder_both_ARO_mapping.tsv	nan	ARO:3005554	BlaB-6	carbapenem, penam	
							
1144	mcr-1.26_1_NG_068217	resfinder_resfinder_both_ARO_mapping.tsv	nan	ARO:3007280	MCR-1.26	peptide	
							
1171	formA_1_X73835	resfinder_resfinder_both_ARO_mapping.tsv	nan	formA			I think it's a typo: fomA
							
1267	qnrB31_1_HQ418999	resfinder_resfinder_both_ARO_mapping.tsv	nan	ARO:3002746	QnrB31	fluoroquinolone	
							
1353	qnrB41_1_JN166690	resfinder_resfinder_both_ARO_mapping.tsv	nan	ARO:3002756	QnrB41	fluoroquinolone	
							
1354	qnrB14_1_EU273757	resfinder_resfinder_both_ARO_mapping.tsv	nan	ARO:3002728	QnrB14	fluoroquinolone	
							
1361	aac(6')-29a_1_AF263519	resfinder_resfinder_both_ARO_mapping.tsv	nan	ARO:3002583	AAC(6')-29a	aminoglycoside	
							
1363	vat(D)_1_L12033	resfinder_resfinder_both_ARO_mapping.tsv	nan	ARO:3002843	vatD	streptogramin antibiotic, streptogramin A antibiotic	
							
1429	blaACC-4_1_KM087831	resfinder_resfinder_both_ARO_mapping.tsv	nan	ARO:3001818	ACC-4	penam, cephalosporin, monobactam	
							
1467	qnrB58_1_JX259319	resfinder_resfinder_both_ARO_mapping.tsv	nan	ARO:3002771	QnrB58	fluoroquinolone	
							
1469	penA_1_AF515059	resfinder_resfinder_both_ARO_mapping.tsv	nan	ARO:3003938 	ARG gene family	beta-lactam	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics (AMR gene family) https://card.mcmaster.ca/ontology/40661
							
1473	qnrB15_1_EU302865	resfinder_resfinder_both_ARO_mapping.tsv	nan	ARO:3002730	QnrB15	fluoroquinolone	
							
1532	EstDL136_1_JN242251	resfinder_resfinder_both_ARO_mapping.tsv	nan	EstDL136	chloramphenicol-metabolizing enzyme EstDL136 from a metagenome		https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0210298
							
1634	blaCTX-M-131_1_JN969893	resfinder_resfinder_both_ARO_mapping.tsv	nan	ARO:3001990	CTX-M-131	cephalosporin	
							
1645	qnrB20_1_AB379831	resfinder_resfinder_both_ARO_mapping.tsv	nan	ARO:3002735	QnrB20	fluoroquinolone	
							
1693	qnrB57_1_JX259318	resfinder_resfinder_both_ARO_mapping.tsv	nan	ARO:3002770	QnrB57	fluoroquinolone	
							
1741	mcr-3.2_1_NMWW01000143	resfinder_resfinder_both_ARO_mapping.tsv	nan	ARO:3004511	MCR-3.2	peptide	
							
1770	tet(Q)_4_Z21523	resfinder_resfinder_both_ARO_mapping.tsv	nan	ARO:3000191	tet(Q)	tetrcycline	
							
1830	qnrB22_1_FJ981621	resfinder_resfinder_both_ARO_mapping.tsv	nan	ARO:3002737	QnrB22	fluoroquinolone	
							
1858	blaOXA-85_1_JANA01000064	resfinder_resfinder_both_ARO_mapping.tsv	nan	ARO:3001780	OXA-85	penam, cephalosporin, carbapenem	
							
1969	qnrB56_1_JX259317	resfinder_resfinder_both_ARO_mapping.tsv	nan	ARO:3002769	QnrB56	fluoroquinolone	
							
1981	aac(6')-Ib-cr_2_EF636461	resfinder_resfinder_both_ARO_mapping.tsv	nan	ARO:3005113	AAC(6')-Ib-cr	aminoglycoside, fluoroquinolone	AMR gene family
							
1985	qnrB53_1_HQ704413	resfinder_resfinder_both_ARO_mapping.tsv	nan	ARO:3002761	QnrB46	fluoroquinolone	
							
2008	ant(3'')-Ia_1_X02340	resfinder_resfinder_both_ARO_mapping.tsv	nan	ARO:3000232	ANT(3'')-Ia	aminoglycoside	
							
2060	qnrB30_1_HM439650	resfinder_resfinder_both_ARO_mapping.tsv	nan	ARO:3002745	QnrB30	fluoroquinolone	
							
2071	blaCARB-21_1_NG_048724	resfinder_resfinder_both_ARO_mapping.tsv	nan	ARO:3003176	CARB-21	penam	
							
2174	blaOXA-289_1_APRM01000005	resfinder_resfinder_both_ARO_mapping.tsv	nan	ARO:3001744	OXA-289	penam, cephalosporin, carbapenem	
							
2262	blaBRO-1_1_Z54180	resfinder_resfinder_both_ARO_mapping.tsv	nan	ARO:3004761	BRO-1	penam	
							
2300	erm(N)_2_MZ015744	resfinder_resfinder_both_ARO_mapping.tsv	nan	ARO:3000592	ermN	streptogramin antibiotic, lincosamide antibiotic, streptogramin B antibiotic, macrolide antibiotic, streptogramin A antibiotic	
							
2320	qnrB16_1_EU136183	resfinder_resfinder_both_ARO_mapping.tsv	nan	ARO:3002731	QnrB16	fluoroquinolone	
							
2383	mcr-3.4_1_FLXA01000011	resfinder_resfinder_both_ARO_mapping.tsv	nan	ARO:3004691	MCR-3.4	peptide	
							
2444	qnrB26_1_HQ386846	resfinder_resfinder_both_ARO_mapping.tsv	nan	ARO:3002741	QnrB26	fluoroquinolone	
							
2570	blaLEN12_1_AJ635406	resfinder_resfinder_both_ARO_mapping.tsv	nan	ARO:3002462	LEN-12	penam, penem	
							
2572	qnrB12_2_AM774474	resfinder_resfinder_both_ARO_mapping.tsv	nan	ARO:3002726	QnrB12	fluoroquinolone	
							
2618	aac(3)-Ia_1_X15852	resfinder_resfinder_both_ARO_mapping.tsv	nan	ARO:3002528	AAC(3)-Ia	aminoglycoside	https://card.mcmaster.ca/ontology/38928
							
2647	blaCARB-23_1_NG_048726	resfinder_resfinder_both_ARO_mapping.tsv	nan	ARO:3003186	CARB-23	penam	
							
2674	aac(3)-I_1_AJ877225	resfinder_resfinder_both_ARO_mapping.tsv	nan	ARO:3007384	AAC(3)-I	aminoglycoside	
							
2677	mcr-3.5_1_MF489760	resfinder_resfinder_both_ARO_mapping.tsv	nan	ARO:3004505	MCR-3.5	peptide	
							
2727	qnrB62_1_JX987101	resfinder_resfinder_both_ARO_mapping.tsv	nan	ARO:3002775	QnrB62	fluoroquinolone	
							
2736	mcr-3.3_1_MF495680	resfinder_resfinder_both_ARO_mapping.tsv	nan	ARO:3004662	MCR-3.3	peptide	
							
2821	blaACC-1_2_HG530658	resfinder_resfinder_both_ARO_mapping.tsv	nan	ARO:3001815	ACC-1	monobactam, penam, cephalosporin	
